Taxa de homicídios (100.000 Habitantes)
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;
PR;4104303;Campo Mourão;52,473512041;23,2617388704;39,5717457735;32,7339385475;39,002827705;32,2841000807;24,5865714561;23,5123119015;25,474461852;
PR;4104402;Cândido de Abreu;11,6897539307;5,9007493952;23,8279621135;30,0607226598;18,196154546;30,599755202;12,3472033584;19,4149624644;6,5646950699;
PR;4104428;Candói;32,486518095;25,8364552383;12,8443902126;19,160758766;6,3520294734;25,2876469844;6,288912647;18,9561481107;44,0168521663;
PR;4104451;Cantagalo;37,5798571965;22,4955008998;37,4083495436;37,3245744999;29,7973778308;37,1691941719;29,6779937676;7,5221904619;52,6078460845;
PR;4104501;Capanema;5,2545846251;5,2405408238;10,453143783;10,4264414555;15,5990016639;20,7511931936;5,1759834369;15,7282164203;10,4717524478;
PR;4104600;Capitão Leônidas Marques;26,0111848095;32,3603650249;25,7682149069;6,4135454079;38,3215175321;6,3601093939;44,3374714973;12,7656858365;19,0791147291;
PR;4104659;Carambeí;20,3200406401;4,9785920542;14,6477222792;9,586349039;28,2605623852;13,8953219083;13,6742786818;8,8644623704;21,7457487061;
PR;4104709;Carlópolis;7,1027771859;49,5294700347;7,0487065623;7,0229650959;13,9948219159;6,9773932459;6,9521690768;35,1000351;14,0026605055;
PR;4104808;Cascavel;42,8572886302;43,2949831519;54,3319816596;37,9562521473;29,4246034954;25,8966308803;27,8281988198;25,5926892298;16,0258385828;
PR;4104907;Castro;15,9626184499;21,6415864726;30,1269636325;18,548640242;32,6458773934;16,9462802915;22,4848578535;21,1834486654;11,243692991;
PR;4105003;Catanduvas;38,1679389313;19,0912562047;19,1003724573;28,6615075953;19,1131498471;19,1296030607;9,5648015304;9,7684868614;9,7914422794;
PR;4105102;Centenário do Sul;17,3988690735;17,4581005587;26,2720028023;26,3574064312;17,6226980351;8,8401697313;8,8660342229;27,3822562979;18,3637866128;
PR;4105201;Cerro Azul;28,7372837519;11,4455762848;28,493275587;5,6756910154;33,9136332806;33,7990085624;28,0567869368;16,9788895806;28,2087447109;
PR;4105300;Céu Azul;17,6491351924;35,0907974384;34,8918353105;8,6745315753;8,6318515322;;8,5418980097;8,582217645;8,5404389786;
PR;4105409;Chopinzinho;24,7341083354;49,5834986117;19,8787396879;39,8465906261;;30,0105036763;5,0122800862;5,1456210765;20,6793155147;
PR;4105508;Cianorte;15,3069034134;16,4262052728;14,819804648;19,9044585987;13,0794182275;14,1909848543;19,0953878273;17,4698644838;18,4291032398;
PR;4105607;Cidade Gaúcha;35,2019713104;17,3731758165;25,7334019557;16,9491525424;25,1340482574;16,5727543918;90,1713255185;48,5829959514;47,9884827641;
PR;4105706;Clevelândia;;28,3478852478;51,2295081967;17,141877607;40,1422181443;11,5134419435;57,7667379123;23,8308013107;17,9953212165;
PR;4105805;Colombo;69,9374220061;75,7965404293;67,2671709477;51,9320482352;52,2027380336;47,325262225;48,0971818457;37,4130357105;27,4040857;
PR;4105904;Colorado;8,7130783306;12,9830787207;34,3982456895;4,2731390479;16,9887449565;21,1148648649;20,9986980807;8,4235353578;16,7511202312;
PR;4106001;Congonhinhas;;;;23,1267345051;23,0070171402;11,448196909;34,1724569997;11,448196909;11,3934146064;
PR;4106100;Conselheiro Mairinck;;;52,9801324503;;52,3834468308;;25,9807742271;;;
PR;4106209;Contenda;12,2518990444;6,0324546058;35,6590990134;29,2963028066;11,5600254321;11,4129194248;16,9061707523;16,6103759482;16,3701844374;
PR;4106308;Corbélia;35,8080687515;23,7755587256;29,6033155713;;17,6356475222;11,7102874876;;5,89066918;;
PR;4106407;Cornélio Procópio;24,8931668257;22,7842333105;16,5460186143;26,848409748;14,4368593644;12,3583934089;24,6837395865;22,9889861857;12,5399711581;
PR;4106456;Coronel Domingos Soares;13,4498991258;40,1821591214;40,0213447172;66,4451827243;26,4725347452;26,3921879124;;40,2468473303;53,5117056856;
PR;4106506;Coronel Vivida;35,8086030169;13,4910284661;13,5538086202;13,6147038802;18,233202662;13,7312339802;13,7899333487;4,7496912701;;
PR;4106555;Corumbataí do Sul;;74,3494423792;50,5050505051;;;;54,3183052689;;;
PR;4106571;Cruzeiro do Iguaçu;45,5062571104;;22,7946204696;45,6308464522;;;22,8675966156;23,3808744447;23,4521575985;
PR;4106605;Cruzeiro do Oeste;14,3047873355;28,5469597488;18,9906471063;23,688823613;18,9143181388;9,4393052671;14,1529461716;4,7844600737;33,4656021418;
PR;4106704;Cruzeiro do Sul;;42,7715996578;;21,4776632302;21,5053763441;21,5749730313;;22,1778664892;;
PR;4106803;Cruz Machado;10,7927257029;32,2771531551;5,3630805535;26,7351085445;5,3321957982;10,6343382783;31,8167356029;16,0944206009;32,1285140562;
PR;4106852;Cruzmaltina;30,7881773399;;31,1915159077;;;;;33,2115576221;;
PR;4106902;Curitiba;42,4534776011;36,390202062;32,4068466829;28,8813194112;32,3961860464;27,5626184913;29,4087055048;23,5678828676;21,1768817302;
PR;4107009;Curiúva;48,9442036079;13,8792505205;27,5539023214;20,5198358413;13,5878796114;6,7494600432;6,7064583194;13,4210173131;19,9960007998;
PR;4107108;Diamante do Norte;35,2982703848;17,7841010137;;;18,1884321571;18,2915675873;18,4331797235;19,2086054552;;
PR;4107124;Diamante do Sul;27,7315585136;55,5864369094;55,7103064067;;;28,019052956;56,1482313307;28,818443804;28,95193978;
PR;4107157;Diamante D'Oeste;;19,2901234568;;;57,219149342;38,0300437346;;;;
PR;4107207;Dois Vizinhos;10,7631040792;21,2879191059;18,4263865856;26,0518431679;15,475883415;12,7749814763;15,1898734177;15,0689404023;2,4854600587;
PR;4107256;Douradina;13,0753138075;12,87001287;;;12,3137544637;12,1536217793;23,9952009598;11,7744024491;23,1991648301;
PR;4107306;Doutor Camargo;;;16,6333998669;;16,5617754223;16,5343915344;;;;
PR;4107405;Enéas Marques;31,9030148349;;;16,0694198939;32,2113061685;;;16,6112956811;16,694490818;
PR;4107504;Engenheiro Beltrão;7,0003500175;13,9958012596;13,9918847069;;13,9811254806;27,9661609453;13,9752637831;21,3659995727;;
PR;4107520;Esperança Nova;;;;;;;;113,1861912847;;
PR;4107538;Entre Rios do Oeste;;24,4439012466;48,2276344345;23,7981913375;;;22,9515721827;;22,3164472216;
PR;4107546;Espigão Alto do Iguaçu;20,8159866778;63,1711939356;85,1970181044;150,7970702283;;88,0475456747;89,0075656431;140,8120159587;47,7554918816;
PR;4107553;Farol;28,0347631063;;28,636884307;86,8055555556;;;;62,7155848228;;
PR;4107603;Faxinal;35,8037952023;17,8115537612;17,7242112726;11,7605550982;11,7054898748;23,3127404126;40,6197411942;17,5264357072;34,9141693337;
PR;4107652;Fazenda Rio Grande;58,4035566574;68,885801352;70,9625729655;53,9101721756;67,2962358237;60,7348921956;58,6791848928;52,8585050371;36,597267404;
PR;4107702;Fênix;40,5432799513;;20,3169443316;20,3376042302;;40,7414952129;;62,6043405676;20,9336403601;
PR;4107736;Fernandes Pinheiro;;;;;16,716817118;16,7813391509;;;17,5746924429;
PR;4107751;Figueira;;23,6239073943;23,7699072974;11,956001913;24,0413511239;24,1896468312;;50,4986744098;25,493945188;
PR;4107801;Floraí;;;19,3723363038;;;;;;;
PR;4107850;Flor da Serra do Sul;20,5973223481;20,6440957886;;;;41,6406412659;41,7362270451;;21,528525296;
PR;4107900;Floresta;;32,4044069994;32,0051208193;;31,2451179503;15,4535620461;15,3022188217;30,238887209;;
PR;4108007;Florestópolis;78,0707841777;87,260034904;114,1051522865;52,9661016949;35,505059471;62,4832634116;44,8631673396;18,6115764005;;
PR;4108106;Flórida;;38,0952380952;;;;37,3552484124;;;37,3273609556;
PR;4108205;Formosa do Oeste;12,909888975;;26,4620269913;26,7809319764;13,5446295544;13,7023842149;13,8619351261;14,6541617819;;
PR;4108304;Foz do Iguaçu;65,3838258661;51,2890651713;62,2714656197;45,1599192434;36,0331656843;41,3224707046;37,5120777523;33,5750479506;40,5682647987;
PR;4108320;Francisco Alves;;61,0221205187;30,6842589751;46,2748727441;31,0269934843;46,7945718297;62,6762770291;32,483352282;98,344533683;
PR;4108403;Francisco Beltrão;9,8652164798;21,8892888413;13,1970438622;20,1333538615;21,0563256712;24,2782986693;16,0016458836;10,1393598684;7,7827933557;
PR;4108452;Foz do Jordão;17,9597701149;36,4099763335;18,4569952012;;75,8293838863;19,1864927091;38,8802488336;41,296716911;42,1496311907;
PR;4108502;General Carneiro;28,4879994302;14,245014245;35,6125356125;14,2460289194;21,3736107153;7,1250445315;14,2470437384;21,8007412252;14,5613396432;
PR;4108551;Godoy Moreira;;;;;;61,5953187558;;32,8191663932;;
PR;4108601;Goioerê;33,5480407944;26,8582555563;40,3171616718;10,0864068857;23,5507855869;37,0382841173;13,475726847;41,3208911539;27,6224017678;
PR;4108650;Goioxim;51,9008693396;26,0858223555;26,2191924489;65,8761528327;52,9310572979;13,3031794599;26,7308206362;13,8312586445;83,6820083682;
PR;4108700;Grandes Rios;14,6950771492;;30,2617642609;;15,5690487311;15,7803376992;;17,0386777986;;
PR;4108809;Guaíra;91,9467343056;110,1945721302;84,4304074549;68,3442062752;43,2192140277;79,7692826901;64,055636896;39,7286229448;36,4486832913;
PR;4108908;Guairaçá;;;;30,9214594929;46,1680517082;45,9418070444;60,9570252972;45,9840588596;45,7805585228;
PR;4108957;Guamiranga;;12,2055413158;12,093360745;35,9582883855;35,654860946;11,7896722471;11,693171188;;;
PR;4109005;Guapirama;;;;;25,2461499621;;25,367833587;26,0484501172;;
PR;4109104;Guaporema;43,8788942519;;;;43,6871996505;;;;44,5235975067;
PR;4109203;Guaraci;37,2508847085;18,8394875659;;18,6115764005;37,0096225019;;;;18,2715147086;
PR;4109302;Guaraniaçu;20,028039255;40,6173842405;48,0472235569;20,8739215141;21,1491011632;35,7168369169;36,1873054932;30,7668640874;15,7072174664;
PR;4109401;Guarapuava;25,0167262996;33,4737692618;38,3855166289;32,9959779041;32,7735460977;28,6309360071;28,4509305128;31,2611647017;17,7448512205;
PR;4109500;Guaraqueçaba;;;12,4455507156;;;;12,5881168177;;13,0225289751;
PR;4109609;Guaratuba;72,7956565258;29,9087782264;61,9578686493;37,8589317957;51,7732332384;54,0018190086;64,6285264696;69,2271481184;51,9196611559;
PR;4109658;Honório Serpa;;;;;17,1497170297;17,3190162799;;;18,8501413761;
PR;4109708;Ibaiti;23,7014965802;6,7170445004;6,6640010662;23,1466172872;9,8486589409;16,2988558203;6,475006475;;6,4221951063;
PR;4109757;Ibema;32,097576633;31,9693094629;47,7630950486;;47,4083438685;15,7455518816;31,3774709758;110,829639012;31,5756236186;
PR;4109807;Ibiporã;20,1975318616;25,9455144197;35,510663063;31,2164666862;30,8856458961;22,9322733527;43,5210414774;35,6018587918;33,3518621456;
PR;4109906;Icaraíma;11,013215859;11,1259457054;11,2397437338;34,0560790101;22,9436732821;23,1454692744;46,7235136082;12,271444349;37,3831775701;
PR;4110003;Iguaraçu;24,4498777506;;;23,7812128419;23,5571260306;23,4082397004;;23,1053604436;22,9042601924;
PR;4110052;Iguatu;;;43,5161009574;;;;;;;
PR;4110078;Imbaú;34,5393316639;34,0338636944;8,3871508848;24,8200546041;32,6690623979;32,2554632691;71,7131474104;54,87613672;23,1910946197;
PR;4110102;Imbituva;30,7902839548;;26,6728903411;26,3513290952;6,5121125293;6,4403941521;9,5568793603;25,1698968034;9,3228503061;
PR;4110201;Inácio Martins;26,6880170803;17,7698800533;;26,5910299592;8,8519075861;;35,338810849;8,9823048594;8,9855332914;
PR;4110300;Inajá;32,5839035516;32,4675324675;32,3624595469;64,5161290323;32,1646831779;;;;64,4537544312;
PR;4110409;Indianópolis;22,6449275362;;22,5073148773;22,4416517056;;;22,2568439795;;;
PR;4110508;Ipiranga;;;20,3804347826;6,7526504153;26,8510438343;6,6746762782;6,6405471811;6,6626690652;;
PR;4110607;Iporã;45,4870361947;39,2593077275;46,1163449503;26,5287173365;40,0507309258;40,3117441548;27,0379883737;21,0911136108;63,9522489874;
PR;4110656;Iracema do Oeste;75,5287009063;38,1825124093;;;;;;;;
PR;4110706;Irati;13,8556929578;12,0372121817;13,6609689042;5,0884542972;8,4263035492;15,0743668766;13,3177959048;6,669000817;4,9704259655;
PR;4110805;Iretama;9,1650627807;27,6141384389;46,2192641893;27,8473962684;18,634119072;46,785814541;9,3914350113;9,6946194862;9,7646714188;
PR;4110904;Itaguajé;;;;21,4638334407;21,4915108532;;;22,1778664892;22,2866057499;
PR;4110953;Itaipulândia;;31,6622691293;31,007751938;10,1327388793;19,8886237072;9,7675327212;28,8101411697;9,3092533979;18,2465103549;
PR;4111001;Itambaracá;43,2089874694;43,3275563258;43,4467776973;72,6005517642;29,1078445641;43,7764482708;29,2611558157;;60,4594921403;
PR;4111100;Itambé;16,2813415825;;;16,199578811;32,3676970384;;;;16,3746520386;
PR;4111209;Itapejara d'Oeste;18,4877056757;18,261504748;18,0440274269;;;;25,926886181;;8,45237089;
PR;4111258;Itaperuçu;32,6024940908;56,0740177034;59,080704242;53,9000539001;68,2567972394;67,277144459;66,3447716634;28,8496213487;28,3818781708;
PR;4111308;Itaúna do Sul;;;28,2326369283;;29,3341155764;59,7014925373;30,4136253041;32,9055610398;101,6604540834;
PR;4111407;Ivaí;15,192950471;15,0806816468;29,9446024854;7,4343914951;22,1565731167;7,3378338714;21,8754557387;14,5974746369;7,2511057936;
PR;4111506;Ivaiporã;18,3587295759;15,2961331375;9,1759955955;27,5237774856;6,1152728941;3,0569821472;15,2835090937;18,6991616543;28,0942718901;
PR;4111555;Ivaté;12,9550459904;12,8518185323;25,5036980362;;50,2765208648;37,4438342486;12,396181976;61,9578686493;12,3031496063;
PR;4111605;Ivatuba;;32,1027287319;;63,3111744223;;;62,1118012422;31,0848616724;;
PR;4111704;Jaboti;;;19,5963158926;;;38,4837406196;19,135093762;19,1791331032;;
PR;4111803;Jacarezinho;7,4652864182;27,3645454998;9,9477741855;17,4038437632;7,4565655059;9,9386289661;4,9685737709;20,2567543615;12,679092177;
PR;4111902;Jaguapitã;47,7783086479;39,4073139975;39,013732834;15,4571450653;22,9744218104;15,1825704092;30,104613532;37,4083495436;14,8214021046;
PR;4112009;Jaguariaíva;23,884874903;17,8046826315;8,8492964809;14,6644767715;8,7509480194;;8,6587583341;17,3887842342;17,2995415621;
PR;4112108;Jandaia do Sul;19,2113731329;14,353380221;28,5986653956;14,2470437384;4,7317119334;4,7165361758;4,7007944343;14,2409569923;9,468800303;
PR;4112207;Janiópolis;29,8062593145;;92,8648815973;126,1630657625;48,1927710843;65,434320301;33,3055786844;35,9841669665;18,5185185185;
PR;4112306;Japira;19,8530871551;;;;19,7511356903;19,7238658777;;;;
PR;4112405;Japurá;;;11,1819300011;;;10,9051254089;;10,7874865156;;
PR;4112504;Jardim Alegre;15,7977883096;7,9617834395;8,0243941582;16,1668418075;24,4319569998;32,8110901485;33,0469266358;;8,7221979939;
PR;4112603;Jardim Olinda;;;;;;;;;;
PR;4112702;Jataizinho;24,5941957698;57,0869352471;64,903456109;40,3648986841;16,0720025715;39,9840063974;23,8853503185;56,0762637187;31,9081046586;
PR;4112751;Jesuítas;;21,769892239;21,9106047327;;;22,3114680946;11,2208258528;11,6536534203;;
PR;4112801;Joaquim Távora;;;8,8936321594;17,6258041773;8,7336244541;17,3265182362;;8,5492006497;8,4724222655;
PR;4112900;Jundiaí do Sul;;28,4819139846;;;;;87,1333139704;29,9580587178;;
PR;4112959;Juranda;;12,7926314443;12,8435653737;12,8949065119;38,8299249288;12,987012987;;26,8744961032;13,5299688811;
PR;4113007;Jussara;14,7275405007;;29,1460215681;14,4990575613;43,2837974318;14,3575017947;71,4796283059;;;
PR;4113106;Kaloré;21,6029379996;;;;;;;;24,0731824747;
PR;4113205;Lapa;25,9987867233;19,3752556457;21,3940353429;25,5194266635;19,0298980843;25,2307562919;35,5544401221;14,6907595123;27,1347763468;
PR;4113254;Laranjal;45,9207102403;30,8546744832;31,0945273632;31,328320802;47,3410130977;;;16,6889185581;16,8890390137;
PR;4113304;Laranjeiras do Sul;41,1197216511;40,9784390367;31,414928374;31,3126252505;28,092518026;9,3359058941;12,411567581;28,1813627255;15,6220708617;
PR;4113403;Leópolis;;;;23,8095238095;;23,9980801536;24,1138172173;;;
PR;4113429;Lidianópolis;;;;;;;;;;
PR;4113452;Lindoeste;18,1587071001;73,5294117647;;37,6718779431;19,0657769304;;;61,8556701031;;
PR;4113502;Loanda;22,9589493985;31,887755102;13,5605478461;8,9734386217;26,7332026377;26,5486725664;30,7638217456;39,5361096468;21,8083482357;
PR;4113601;Lobato;;21,9442615756;;21,616947687;;;42,3639059521;;21,0304942166;
PR;4113700;Londrina;23,2468780019;22,6061682545;28,5599938371;20,276579992;24,3093027282;21,34059035;23,4914427902;23,6551933006;14,008507952;
PR;4113734;Luiziana;26,6169816343;13,3244503664;26,6808964781;;40,0962309543;13,3886731825;53,5977488945;13,7136588042;13,7268359643;
PR;4113759;Lunardelli;;;19,1277735272;;;19,5198126098;;;;
PR;4113809;Lupionópolis;;;20,9380234506;;20,6953642384;;;41,0846343468;;
PR;4113908;Mallet;15,00825454;22,4265530388;7,4476800477;14,8423005566;;7,3713696005;;;7,3556454579;
PR;4114005;Mamborê;13,9460288683;7,0140983377;21,164021164;7,0947144377;28,5388127854;28,680002868;21,6294160058;;7,5460307878;
PR;4114104;Mandaguaçu;14,7637795276;29,1191458384;14,3643763467;14,1803743619;18,6776242062;18,4595505099;41,0583941606;22,4850474435;31,0683058897;
PR;4114203;Mandaguari;11,9235699168;11,8683796695;2,9535989603;20,5846027172;14,6400023424;23,3317778815;17,4291938998;17,5644028103;23,3365421079;
PR;4114302;Mandirituba;35,0492880613;60,1814039462;25,3217978476;12,4419376244;28,5516172452;24,0925152586;43,5006129632;53,9665407447;18,931505812;
PR;4114351;Manfrinópolis;62,2665006227;;;32,7546675401;;;;73,8552437223;;
PR;4114401;Mangueirinha;22,8414801279;40,0595169967;17,2047944027;28,7323296173;23,032187482;17,3070266528;11,5600254321;35,5808574987;29,7849526419;
PR;4114500;Manoel Ribas;29,5683027794;22,1304219534;51,535006994;29,3901542983;;21,9699743684;14,6156094709;14,8290946838;14,8214021046;
PR;4114609;Marechal Cândido Rondon;37,426706034;18,4934040192;22,3450069066;16,0729712897;13,9151177815;9,8407762404;23,3890773009;9,6525096525;30,5465931003;
PR;4114708;Maria Helena;65,3808434129;16,4230579734;;16,5727543918;49,9085010814;33,422459893;50,3609199261;52,0471894518;;
PR;4114807;Marialva;12,1843492034;12,0634537668;5,9735372301;14,795525833;5,8649306472;20,3571220846;8,6517664023;2,8688642167;5,6850483229;
PR;4114906;Marilândia do Sul;21,9683655536;;10,9974705818;;;66,0792951542;22,0434255483;;33,8676902235;
PR;4115002;Marilena;28,388928318;14,1562853907;14,1203049986;28,1690140845;;14,0154169587;27,972027972;14,1683196373;;
PR;4115101;Mariluz;28,565987431;9,5147478592;66,5525765355;28,5008550257;37,9758853128;66,4388762339;85,3242320819;19,2994306668;19,3162062971;
PR;4115200;Maringá;9,8145861107;15,8068033553;20,0207583653;19,7017262341;14,2968016012;10,8193520466;10,4202072629;11,9455380977;11,0309105297;
PR;4115309;Mariópolis;31,0607237149;;;61,2651248277;15,2532031727;;15,1240169389;;;
PR;4115358;Maripá;;51,4668039115;;;;;;35,423308537;;
PR;4115408;Marmeleiro;;20,9511837419;13,9285465562;;20,7785011774;27,6357606743;27,5766976905;13,9616055846;27,8823365398;
PR;4115457;Marquinho;39,0854016025;19,7433366239;;;20,3417412531;;;22,0215811495;;
PR;4115507;Marumbi;;;;21,0748155954;;21,0260723297;21,0084033613;21,353833013;21,3629566332;
PR;4115606;Matelândia;54,4926132235;65,9077291791;53,3807829181;35,2402208387;34,9101064758;40,3597785978;51,4550340175;28,4042492757;33,7552742616;
PR;4115705;Matinhos;36,388898078;19,5268005337;41,6453100974;31,5556958031;40,4342011135;30,6823760432;45,4215116279;83,127987412;58,4675651183;
PR;4115739;Mato Rico;25,4971953085;25,8464719566;52,4109014675;26,5604249668;;;;29,3341155764;;
PR;4115754;Mauá da Serra;22,758306782;55,6730876294;54,5196816051;64,1368252272;41,9551080344;61,8238021638;40,5104314361;88,3392226148;19,2363181687;
PR;4115804;Medianeira;20,9516714778;13,8370001384;25,1359627074;22,6505696618;44,9226207857;11,139330749;19,8943389553;13,2109122135;17,4626735353;
PR;4115853;Mercedes;;19,1277735272;;;;;;;36,4099763335;
PR;4115903;Mirador;;84,1042893188;;;;;;;;
PR;4116000;Miraselva;;52,4383848977;52,6038926881;;;;;54,7645125958;;
PR;4116059;Missal;18,5890882052;18,5580402709;55,5761393109;;9,2353158478;18,4331797235;9,2055601583;46,7377079828;37,3831775701;
PR;4116109;Moreira Sales;;15,5062800434;;15,625;39,1972405143;47,2143531634;47,3783954517;32,5653342017;65,5683960331;
PR;4116208;Morretes;30,9674222718;;30,7370750599;6,1255742726;36,6188587122;18,2537268026;24,2600679282;24,5037980887;;
PR;4116307;Munhoz de Melo;26,5111346766;78,9265982636;26,1164794986;;25,7731958763;25,5689082076;;;25,2652854977;
PR;4116406;Nossa Senhora das Graças;;24,7463499134;;24,6730816679;;24,6123554024;24,57002457;24,9500998004;49,9001996008;
PR;4116505;Nova Aliança do Ivaí;;;;;;;65,4878847413;;;
PR;4116604;Nova América da Colina;;28,019052956;;;;;;;;
PR;4116703;Nova Aurora;49,2247108048;24,8921340856;25,1741210036;16,9692855931;17,1526586621;17,3325244822;35,0324049746;27,6957163959;;
PR;4116802;Nova Cantu;13,1113150649;;13,8523341183;;29,2483182217;15,0421179302;61,8142481842;17,2324659659;36,036036036;
PR;4116901;Nova Esperança;25,6035113387;10,9269714078;21,7643644806;21,6778668979;17,9972644158;21,5169445939;3,573215179;18,0264628475;17,9720355127;
PR;4116950;Nova Esperança do Sudoeste;;;19,1424196018;;;19,2086054552;19,2307692308;;;
PR;4117008;Nova Fátima;11,948858884;11,9517150711;;35,8722946311;;11,961722488;;;;
PR;4117057;Nova Laranjeiras;34,6410323028;34,713182331;41,5558510638;8,3263946711;8,3375020844;25,075225677;33,4812086716;42,9147712643;8,6184607429;
PR;4117107;Nova Londrina;7,4498994264;14,8887069158;37,1968457075;14,8676776687;29,7154743333;7,4261102035;37,0974922095;22,6620335398;15,1228733459;
PR;4117206;Nova Olímpia;;35,2112676056;17,5223409848;;;;17,2235618326;;17,2860847018;
PR;4117214;Nova Santa Bárbara;24,9128051819;24,7218788628;49,0677134446;24,35460302;48,3909992741;;95,4653937947;23,8606537819;;
PR;4117222;Nova Santa Rosa;25,5297421496;12,677484787;25,182573659;;;24,7310498331;49,14004914;12,3122383649;12,2384041121;
PR;4117255;Nova Prata do Iguaçu;18,7617260788;18,7388737937;9,3580385551;9,3475415966;9,3388121031;18,641066269;9,317059536;18,9465706707;9,4768764215;
PR;4117271;Nova Tebas;26,3192525332;53,8430475165;;28,1690140845;28,7935502447;44,1761154469;45,1535219747;;17,0765027322;
PR;4117297;Novo Itacolomi;;;;;;;34,3997248022;;;
PR;4117305;Ortigueira;33,3097389349;33,485412917;58,9052046956;25,3742704897;55,2415756597;29,8928129137;77,2267032778;57,7341564152;35,8310565683;
PR;4117404;Ourizona;;28,7769784173;;28,7191269385;57,4382538771;;;;;
PR;4117453;Ouro Verde do Oeste;68,4111510176;34,0483486551;;16,8719419605;33,5908632852;16,733601071;;50,3862949278;;
PR;4117503;Paiçandu;24,3803331979;10,6906136412;47,4833808167;41,6829490686;33,4663405844;30,5397908024;17,6198147402;42,223436491;14,7141771096;
PR;4117602;Palmas;24,9682222626;29,0062028649;24,139747191;25,9212856958;40,4263920509;20,9753539591;24,8246757277;24,2964162786;23,9053348739;
PR;4117701;Palmeira;12,1219467847;9,0456806875;18,0077433296;2,9878394933;11,9001576771;17,7756710316;14,7540499867;20,8122732949;14,8117427497;
PR;4117800;Palmital;19,6463654224;39,7272065153;20,0816654395;40,5953991881;34,1903719912;20,7239568942;13,9547864918;29,3901542983;52,2817238031;
PR;4117909;Palotina;27,1517784415;23,5230862289;19,9687156788;9,8921752893;9,8048828317;25,921005735;12,8555359152;22,3820943245;25,3453301229;
PR;4118006;Paraíso do Norte;16,5384933433;;32,0589885389;15,7965405576;31,1550743827;53,800630236;30,3490136571;37,235627048;;
PR;4118105;Paranacity;28,4927343527;28,1875411068;37,1920037192;73,6444812667;27,3547916477;45,1671183379;26,8624641834;44,4523470839;44,0102103688;
PR;4118204;Paranaguá;27,0281508587;16,479555052;28,5801776054;27,6593448108;34,7909864583;33,8517294251;36,2249636104;35,4409776459;45,5533429646;
PR;4118303;Paranapoema;;;;;;65,5093350802;;;;
PR;4118402;Paranavaí;26,2492244547;17,7649343882;18,8126844525;22,1851172892;23,1970122248;24,2016341865;18,3242475606;13,7553158564;23,9144545796;
PR;4118451;Pato Bragado;20,1897839693;;19,6078431373;19,3423597679;19,0876121397;;;;18,0668473351;
PR;4118501;Pato Branco;8,0709164526;17,2585462994;22,2825160893;10,358668911;12,7980342219;20,2500885941;18,7807534838;9,8908299643;13,432161479;
PR;4118600;Paula Freitas;;;;;17,4246384388;;17,217630854;17,2413793103;;
PR;4118709;Paulo Frontin;;;;;13,7741046832;;;;;
PR;4118808;Peabiru;42,872454448;28,5184657065;7,1138934339;7,0987435224;28,334632004;21,2104072398;21,1699950603;7,1561471304;42,9031104755;
PR;4118857;Perobal;51,6617874978;;33,9847068819;;16,784155757;16,6722240747;;66,0611065235;82,0748522653;
PR;4118907;Pérola;9,5365248903;56,7054153672;28,1056773468;18,5787273572;9,2165898618;18,2882223848;18,1488203267;18,0946349407;26,920315865;
PR;4119004;Pérola d'Oeste;;;;;14,7405660377;;14,9031296572;;;
PR;4119103;Piên;17,3280194074;17,1188906959;16,9176112333;16,7280026765;24,8241621845;;24,3230095671;8,0237503009;7,9327304458;
PR;4119152;Pinhais;94,0146762734;55,8127318691;61,6863088861;48,1819349865;38,1533765738;34,633397615;29,628243513;36,3242909035;23,702299123;
PR;4119202;Pinhalão;15,664160401;;;15,6030581994;;;46,6345406498;;;
PR;4119251;Pinhal de São Bento;;;36,832412523;;;;36,3768643143;36,7782272894;73,3944954128;
PR;4119301;Pinhão;22,5580870742;48,0307396734;15,9098864034;15,8142771294;25,1564416213;37,5246255355;21,7715849714;43,6912898293;52,7638970794;
PR;4119400;Piraí do Sul;16,6237220514;16,4948453608;8,1849805607;20,3144679641;16,137491427;12,0201939258;7,962734403;31,8522057652;27,6778300581;
PR;4119509;Piraquara;107,5774191864;89,3343054001;69,5214105793;54,426884902;53,5014250834;79,4425620705;49,9378132891;61,4560497519;39,6210784137;
PR;4119608;Pitanga;17,8960241;18,0218063857;24,1954996371;15,2248713498;9,1948386306;6,1688411832;15,5207201614;16,1462201699;16,3212012404;
PR;4119657;Pitangueiras;;;101,1122345804;;;;32,1853878339;63,5727908455;;
PR;4119707;Planaltina do Paraná;23,7699072974;;23,6071765817;47,0588235294;;23,3754090697;69,9300699301;23,5626767201;;
PR;4119806;Planalto;14,2592328533;;;14,3225436838;;;;14,7297098247;7,3920756949;
PR;4119905;Ponta Grossa;21,5559658479;19,7632730451;15,8770384438;15,101907673;17,9351822513;21,3101605069;23,1583267376;18,5903841238;18,1012116319;
PR;4119954;Pontal do Paraná;65,1465798046;36,2105644322;35,2640394957;30,0932891965;20,9978162271;28,7450722733;48,2353886968;42,35004235;60,0690794414;
PR;4120002;Porecatu;27,4442538593;34,6068660022;34,9088878028;14,0815320707;28,3969899191;21,4715144575;28,8537834524;22,6278473375;15,2858453072;
PR;4120101;Porto Amazonas;43,1313349148;21,4224507284;;21,1550666385;63,1180307174;20,9205020921;;;20,742584526;
