Taxa de homicídios (100.000 Habitantes)
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;
RS;4301404;Arvorezinha;18,9825360668;;;18,9161070652;18,8946622579;;;9,5904862377;19,1846522782;
RS;4301503;Augusto Pestana;;;;;;;;;;
RS;4301552;Áurea;;;;;;;;27,8318953521;;
RS;4301602;Bagé;9,9713324193;12,431935155;3,3070423467;9,073287417;9,0535724574;9,0354270882;13,9360254455;18,2214234245;14,0562082965;
RS;4301636;Balneário Pinhal;17,8794922224;26,2375371698;17,1364921601;33,6275746112;33,0332810306;40,6371911573;72,0403425919;89,2790714977;43,6046511628;
RS;4301651;Barão;;16,8123739072;;;33,1510028178;;;;;
RS;4301701;Barão de Cotegipe;;;14,8389968838;;;14,7994672192;;;;
RS;4301750;Barão do Triunfo;27,6586917439;13,7627305257;13,7005069188;;13,5851107187;13,5409614083;26,9723533378;13,4789055129;;
RS;4301800;Barracão;;;;;72,8066982162;;18,2515057492;;;
RS;4301859;Barra do Guarita;;;31,1915159077;31,0945273632;61,8811881188;;61,6332819723;;30,8832612724;
RS;4301875;Barra do Quaraí;;;;;;;23,7416904084;;23,7981913375;
RS;4301909;Barra do Ribeiro;7,7196232824;;22,9217603912;22,8136882129;7,5711689885;22,6176115802;30,039050766;22,4668613795;22,3496982791;
RS;4301925;Barra do Rio Azul;;;;;;;;56,6893424036;;
RS;4301958;Barra Funda;;;;;;;;;;
RS;4302006;Barros Cassal;34,8705431087;34,8644643947;34,8553502963;17,4246384388;8,7092840968;;8,7077673285;26,7070239473;8,9158345221;
RS;4302055;Benjamin Constant do Sul;;;;;;;44,5434298441;;98,4736582964;
RS;4302105;Bento Gonçalves;15,3791874361;13,4206570754;14,5066821405;18,8536953243;19,5870689732;20,3024177531;29,7715471573;33,1649573958;40,3195322934;
RS;4302154;Boa Vista das Missões;;;;;;;46,1254612546;;;
RS;4302204;Boa Vista do Buricá;;;;;14,6821318455;;;14,9009089554;;
RS;4302220;Boa Vista do Cadeado;;;;;;;;;;
RS;4302238;Boa Vista do Incra;;;;;;;38,9256520047;;;
RS;4302253;Boa Vista do Sul;;;;;;;34,9772647779;;;
RS;4302303;Bom Jesus;16,8506192603;16,8733653927;8,447372867;;;;42,4304141208;;35,1154420156;
RS;4302352;Bom Princípio;8,2324853873;;;15,8177791838;;;22,9638701776;;7,22230247;
RS;4302378;Bom Progresso;41,6840350146;;42,7533133818;;87,6424189308;;;;;
RS;4302402;Bom Retiro do Sul;;;8,3710028461;8,3305564812;;16,5166405153;32,9001480507;8,1980652566;;
RS;4302451;Boqueirão do Leão;;;;;12,6374320738;;;25,8464719566;51,7732332384;
RS;4302501;Bossoroca;;14,1964792731;;;;29,1163196972;;31,0752019888;15,7331655129;
RS;4302584;Bozano;;;;;;;;;;
RS;4302600;Braga;26,2123197903;26,4061262213;;107,0950468541;26,9541778976;27,1076172404;;;;
RS;4302659;Brochier;;;;;;;;;19,8294665873;
RS;4302709;Butiá;9,5120327214;14,2429853297;28,4387145701;33,1266859117;14,175014175;28,3125707814;14,137606032;23,9040015299;81,2270055903;
RS;4302808;Caçapava do Sul;2,8806821455;11,5270453301;31,7112546125;11,5353558657;8,6542622241;11,5426790558;23,0920217065;11,8399242245;20,7702806955;
RS;4302907;Cacequi;7,0962248084;21,4255106413;14,3719459615;;;14,6113383986;29,3772032902;38,898397386;23,6127508855;
RS;4303004;Cachoeira do Sul;11,5774240232;6,958296609;4,6464083264;9,3071956256;9,3208589171;9,3336911248;17,523364486;12,0619986732;3,6342931905;
RS;4303103;Cachoeirinha;17,2309106126;25,2473836381;22,6441949989;24,905199563;32,7360991345;43,6608425749;35,5265027711;42,0937755778;30,1607801588;
RS;4303202;Cacique Doble;;;;;;39,36233025;;19,82160555;;
RS;4303301;Caibaté;;19,6309383589;;;19,7511356903;;19,801980198;20,4918032787;;
RS;4303400;Caiçara;38,2775119617;19,2381685264;38,662284941;;;;;;20,8855472013;
RS;4303509;Camaquã;10,8238495794;12,320961035;9,2058426415;9,1730495803;10,6660165476;10,6331267469;10,6010813103;7,5988996793;7,5718569222;
RS;4303558;Camargo;;;;;;;;;36,7107195301;
RS;4303608;Cambará do Sul;;14,8566334869;;;29,8329355609;;44,8631673396;;;
RS;4303673;Campestre da Serra;;;;;;58,9622641509;29,4117647059;;29,5857988166;
RS;4303707;Campina das Missões;;;16,1238310223;;16,3612565445;;16,5809981761;;;
RS;4303806;Campinas do Sul;;;;;;17,7053824363;;;18,2781941144;
RS;4303905;Campo Bom;14,5395799677;11,2172296648;15,9022962916;15,7880610682;10,9771205445;23,3765019402;23,2367202144;16,7734065264;4,5347360784;
RS;4304002;Campo Novo;;;18,268176836;;18,7476565429;;;63,6672325976;;
RS;4304101;Campos Borges;27,7777777778;;;;;;;;29,8953662182;
RS;4304200;Candelária;22,5167267113;41,7014178482;25,5950857435;28,7227931321;28,6578570291;38,1254964257;41,2161947941;41,6066570651;28,748482719;
RS;4304309;Cândido Godói;14,85001485;;;15,0285542531;;;;;;
RS;4304358;Candiota;;10,989010989;10,9194147194;;10,7944732297;10,7353730542;32,0444349498;10,5797714769;31,5159155373;
RS;4304408;Canela;17,3173024591;19,5771339076;2,4222459064;11,9955856245;11,8889100247;21,2214100448;11,697000889;18,1987761323;13,486479804;
RS;4304507;Canguçu;7,2888953679;9,0772107547;7,2361518145;7,2121452526;1,7973327582;10,7521101016;8,9355922511;5,3868668187;3,5796746076;
RS;4304606;Canoas;37,1622431609;33,9918002236;45,400997635;36,3334524755;44,7083807625;45,7019645986;44,3622057356;46,3236772259;42,6140069632;
RS;4304614;Canudos do Vale;;;54,1418516513;;;;;;;
RS;4304622;Capão Bonito do Sul;;;;;;;;;;
RS;4304630;Capão da Canoa;34,6276374717;33,961238906;42,2428742941;34,9772647779;32,2775004304;29,6937303809;52,3100100435;43,2041790224;44,2273671256;
RS;4304655;Capão do Cipó;;;;;;;29,2483182217;56,338028169;;
RS;4304663;Capão do Leão;7,9881774973;7,9636855937;7,94060428;19,7972758948;11,8478733067;27,5764260952;19,6533155143;35,6605119265;31,6243032771;
RS;4304671;Capivari do Sul;;49,1762970248;24,2483026188;;23,6686390533;;23,1481481481;44,2967884828;;
RS;4304689;Capela de Santana;;8,2712985939;16,38001638;32,4596283373;;17,7147918512;;42,8265524625;25,4022015241;
RS;4304697;Capitão;;;;;;;;;;
RS;4304705;Carazinho;19,6335078534;16,3068293001;30,8852693521;14,586237075;14,5459247168;41,9104727824;48,2369398485;35,6096534533;14,5280795493;
RS;4304713;Caraá;13,2731616671;;;;;;;;24,4289727617;
RS;4304804;Carlos Barbosa;;;;7,4139976275;7,3308408474;3,6277888627;3,5925992456;10,3558976837;3,40031963;
RS;4304853;Carlos Gomes;;;61,7283950617;;;;;69,8324022346;;
RS;4304903;Casca;;;;;11,0938540049;11,0619469027;;;;
RS;4304952;Caseiros;32,2788896062;;;;31,6957210777;;;;;
RS;4305009;Catuípe;10,4101603165;;;10,5518624037;;10,6371662589;10,6757766628;44,7978497032;;
RS;4305108;Caxias do Sul;28,2973674536;23,0978380424;27,385648616;21,2764128398;21,9045006306;24,2180721572;32,7604770927;25,9566744872;21,4256381567;
RS;4305116;Centenário;;;;;;;;;;
RS;4305124;Cerrito;15,1584053358;15,2183838076;;30,6607389238;;;30,9549605324;32,3415265201;;
RS;4305132;Cerro Branco;21,7912399216;;;;21,4868929953;21,436227224;;;;
RS;4305157;Cerro Grande;40,1606425703;;;40,5679513185;40,7166123779;;;;;
RS;4305173;Cerro Grande do Sul;9,4517958412;46,5896384644;;18,1620050854;17,9533213645;17,7509541138;26,3689900677;;41,4662464754;
RS;4305207;Cerro Largo;;7,2695551032;14,47596989;;7,1802972643;;;7,136230643;;
RS;4305306;Chapada;20,699648106;;10,3723680116;;;;;10,7158165452;;
RS;4305355;Charqueadas;8,2431169973;8,149295086;13,4365258519;10,6414110511;5,2707866649;13,0606274325;7,7722220783;12,5647082475;17,3692960472;
RS;4305371;Charrua;;;;;56,8343279341;;;29,9940011998;;
RS;4305405;Chiapetta;;;;;;;;;26,3574064312;
RS;4305439;Chuí;;;;;31,6455696203;;15,5933260564;76,1730652041;30,1431801055;
RS;4305447;Chuvisca;;19,4855806703;;;;;;;18,5150897982;
RS;4305454;Cidreira;7,6610740826;15,0037509377;29,4247462116;36,116729269;14,2065634323;48,951048951;55,1305905865;44,9987143224;18,8536953243;
RS;4305504;Ciríaco;39,4321766562;;19,8294665873;19,8846689203;;20;;;;
RS;4305587;Colinas;;;;;;;;;;
RS;4305603;Colorado;;27,5633958104;;;;56,7375886525;;;;
RS;4305702;Condor;;;;;14,6993973247;;;14,8389968838;;
RS;4305801;Constantina;9,9522292994;;19,8649185538;9,9235883696;9,9147332937;9,9058940069;;;20,1714573878;
RS;4305835;Coqueiro Baixo;;;;;;;;;;
RS;4305850;Coqueiros do Sul;;;;;40,2090872537;;;42,5894378194;;
RS;4305871;Coronel Barros;;;;;;;;;;
RS;4305900;Coronel Bicaco;25,0501002004;12,5801987671;;25,3646163602;38,201961034;12,7762872109;;13,4264232009;54,163845633;
RS;4305934;Coronel Pilar;;;;57,0125427594;;;;;;
RS;4305959;Cotiporã;;;;;24,9190132071;;;;51,7063081696;
RS;4305975;Coxilha;;;34,4827586207;;;;;;;
RS;4306007;Crissiumal;6,8908489526;;;6,9637883008;;7,0062355496;14,0518513314;;22,1500295334;
RS;4306056;Cristal;13,3315557926;;26,2846628992;;12,9836406128;25,8031221778;;12,677484787;37,7358490566;
RS;4306072;Cristal do Sul;34,3406593407;68,6577411603;;;34,3170899108;;;;;
RS;4306106;Cruz Alta;29,3522423568;24,7988964491;12,4383910941;9,3565792346;29,7121053372;29,7908369657;20,435431895;19,6396130996;28,0098199133;
RS;4306130;Cruzaltense;;;;;;47,7783086479;;;;
RS;4306205;Cruzeiro do Sul;;;;;16,501650165;8,2176021037;24,5599672534;24,5298446443;40,6834825061;
RS;4306304;David Canabarro;;;20,699648106;;;;20,6526228831;;;
RS;4306320;Derrubadas;30,4228780043;30,7125307125;30,9885342423;;31,4663310258;;64;;;
RS;4306353;Dezesseis de Novembro;;34,2700479781;;;35,4358610914;35,7525920629;;;121,0653753027;
RS;4306379;Dilermando de Aguiar;;;;31,8066157761;;31,8979266348;;;;
RS;4306403;Dois Irmãos;7,0397747272;;3,4275921165;10,1598482796;;3,3137820194;6,5634024678;;3,1051079025;
RS;4306429;Dois Irmãos das Missões;;;;45,6204379562;;;;;;
RS;4306452;Dois Lajeados;;;;;;;;;;
RS;4306502;Dom Feliciano;;20,142339197;6,6809192945;19,9494613645;6,6207627119;26,3782643102;6,5685759327;13,1070188086;6,5197548572;
RS;4306551;Dom Pedro de Alcântara;76,103500761;;;;;;38,1970970206;;;
RS;4306601;Dom Pedrito;27,4444250393;4,9952545082;10,0010001;20,0215231374;2,5050727724;10,0285814572;20,0737711088;23,2432013636;7,7742361813;
RS;4306700;Dona Francisca;28,5388127854;;;;29,4204177699;;;63,8569604087;;
RS;4306734;Doutor Maurício Cardoso;;18,4706316956;;;19,0512478567;;;21,1327134404;;
RS;4306759;Doutor Ricardo;;;;;;;;;;
RS;4306767;Eldorado do Sul;19,7812756097;25,0549817655;27,4499039253;32,5106336864;56,2023283822;31,7519117297;78,5360873321;60,0345198489;44,2880692862;
RS;4306809;Encantado;4,7317119334;14,0845070423;9,320098793;9,2554028414;36,7799181647;9,1386794608;45,4359580172;22,3903989969;13,3214920071;
RS;4306908;Encruzilhada do Sul;23,7341772152;19,7013278695;15,702901111;23,4714235418;11,697274535;19,436345967;50,3856439673;19,4537390086;42,650537009;
RS;4306924;Engenho Velho;;;;68,3994528044;;;;;;
RS;4306932;Entre-Ijuís;;10,9027474924;43,7876299945;;11,0265740434;22,1238938053;33,3037300178;11,6130530717;11,7068602201;
RS;4306957;Entre Rios do Sul;31,5059861374;31,7359568391;31,9590923618;32,175032175;;32,5520833333;65,5307994758;69,7836706211;;
RS;4306973;Erebango;;;32,6583932071;;;;32,6264274062;;;
RS;4307005;Erechim;17,1703296703;18,0452936872;20,9050908874;21,7558988153;16,7067957349;25,405014559;25,2657765339;18,2290917115;16,1813837939;
RS;4307054;Ernestina;31,4267756128;;;31,2695434647;;;62,2858922454;;;
RS;4307104;Herval;14,3719459615;;;;;;28,6615075953;;14,6455770357;
RS;4307203;Erval Grande;18,7969924812;37,7714825307;;19,0548780488;;19,1975427145;38,5505011565;40,4448938322;;
RS;4307302;Erval Seco;24,6396451891;24,8725282925;12,5502008032;25,3196607165;;12,8600823045;12,9617627997;27,9368626903;;
RS;4307401;Esmeralda;;30,5623471883;;;;30,2663438257;;;;
RS;4307450;Esperança do Sul;;;;;;;31,017369727;;33,6813742001;
RS;4307500;Espumoso;;12,7177921913;6,349609499;6,34115409;;25,3036437247;12,6374320738;;12,8336755647;
RS;4307559;Estação;;;32,3467572376;;;;16,2206001622;33,3611342786;16,733601071;
RS;4307609;Estância Velha;6,8386979119;6,7506750675;8,8920505068;10,989010989;23,9208437534;15,0715900528;8,53296926;14,3902639586;16,2123822069;
RS;4307708;Esteio;30,0444658094;17,9894941354;25,1361541684;32,2580645161;33,3949549764;29,7686381443;40,4213329529;52,9877887232;26,4674390347;
RS;4307807;Estrela;;3,1430726678;15,5913810845;3,0951128169;9,2202723054;24,4297187529;15,1745068285;41,7735871576;38,4387936132;
RS;4307815;Estrela Velha;53,5045478866;26,7451190158;;26,7308206362;;;;;;
RS;4307831;Eugênio de Castro;;;35,423308537;35,7781753131;;36,496350365;;;40,6834825061;
RS;4307864;Fagundes Varela;;;37,3273609556;;;;;;;
RS;4307906;Farroupilha;13,7257892329;13,5881873358;11,9640480357;14,8225005558;7,349914741;23,3362017415;21,7183563548;14,1278856206;12,5751012994;
RS;4308003;Faxinal do Soturno;14,5454545455;14,5475705557;14,5518044237;;;;;29,8284862043;;
RS;4308052;Faxinalzinho;;;76,7754318618;;38,8953714508;;;42,034468264;42,6257459506;
RS;4308078;Fazenda Vilanova;26,2536098714;25,8197779499;;;24,7157686604;;;22,8675966156;22,4466891134;
RS;4308102;Feliz;;7,7972709552;15,4906668732;7,697044335;;7,608034084;;;;
RS;4308201;Flores da Cunha;10,7330685843;17,7135366847;7,02000702;6,9591843836;13,8059572706;20,5507603781;13,6031287196;6,6438560941;19,7173841604;
RS;4308250;Floriano Peixoto;48,1000481;;;;49,9251123315;;;;;
RS;4308300;Fontoura Xavier;45,2693526483;;27,3298715496;9,1365920512;9,1600256481;18,3688464364;27,6217659516;9,580379383;28,9296046287;
RS;4308409;Formigueiro;;13,8927479856;;13,9977603583;;;14,1362736783;;;
RS;4308433;Forquetinha;;;;;;;;;;
RS;4308458;Fortaleza dos Valos;;21,3083315576;21,3995292104;;;;;22,7634873663;;
RS;4308508;Frederico Westphalen;20,1884253028;13,3752424263;3,3241365555;16,5283792271;13,1544330439;13,0907186805;13,0297403824;32,3415265201;28,9203084833;
RS;4308607;Garibaldi;3,1623553222;3,129204869;6,1965547156;12,2782245687;9,1288074735;3,0184123151;5,9908938414;20,4182831141;8,6495213931;
RS;4308656;Garruchos;;30,238887209;30,4599451721;;30,8641975309;;;;33,7495781303;
RS;4308706;Gaurama;16,5562913907;;;;;16,9033130494;;;;
RS;4308805;General Câmara;11,4889705882;11,4982177762;11,5061557933;11,5141047784;;;23,0733733272;;11,8920204543;
RS;4308854;Gentil;;58,0046403712;116,2790697674;;;58,4112149533;;;;
RS;4308904;Getúlio Vargas;;24,0297969482;30,0372461853;18,0212650928;18,0223477112;6,0074492371;24,0269101394;24,5851259988;6,157635468;
RS;4309001;Giruá;5,6837558258;;11,4790793778;;;17,4428745857;;;12,3831341713;
RS;4309050;Glorinha;14,0845070423;13,9024051161;13,734377146;;26,8744961032;13,2996409097;13,1787032156;25,3968253968;12,5187781673;
RS;4309100;Gramado;6,0143140675;5,9605412171;5,9101654846;2,931691586;8,7293042744;;5,7418465779;14,0745953554;19,512195122;
RS;4309126;Gramado dos Loureiros;85,5431993157;43,0477830392;;;;;44,286979628;;;
RS;4309159;Gramado Xavier;24,4439012466;24,2836328315;24,1370987207;47,9846449136;47,6530855373;;;;46,5441005353;
RS;4309209;Gravataí;17,4618117769;22,984954275;19,8310989048;23,7898759209;29,5541024789;28,282101103;27,7633684272;59,1630591631;32,2121131862;
RS;4309258;Guabiju;;;;;;;;;;
RS;4309308;Guaíba;42,8143285286;38,6552057372;39,5931047085;40,5317769131;27,311349383;46,4519777434;62,5088218095;60,241578942;39,7784645513;
RS;4309407;Guaporé;12,7616130679;;16,7070420182;20,7107944661;12,327922745;4,0799673603;32,4188515622;27,7623542476;3,9254170756;
RS;4309506;Guarani das Missões;;48,1058328322;12,0918984281;24,3101981281;;24,5489137106;;;;
RS;4309555;Harmonia;;;;;;;;;;
RS;4309571;Herveiras;;;;;;32,6264274062;;;;
RS;4309605;Horizontina;5,2893261398;5,2692591422;5,2501706305;;5,2148518982;5,1996672213;10,3702167375;;5,1902216225;
RS;4309654;Hulha Negra;16,0590974787;;;;;30,8641975309;15,3350713081;;;
RS;4309704;Humaitá;39,4555139081;39,5647873393;;;;19,9720391452;;;;
RS;4309753;Ibarama;;;;22,143489814;;;;45,2591083956;;
RS;4309803;Ibiaçá;20,6058108387;;;;;;;21,146119687;;
RS;4309902;Ibiraiaras;;27,027027027;;;;;;;13,6276914691;
RS;4309951;Ibirapuitã;23,9005736138;;23,9520958084;47,9616306954;;;;;24,8323814254;
RS;4310009;Ibirubá;10,051766598;10,013016922;9,9765550955;;4,9551558397;9,8823994466;9,8522167488;9,8936433342;4,929994084;
RS;4310108;Igrejinha;18,3924958617;;14,9848652861;11,8655631693;14,6907595123;14,5615516789;20,2136875541;16,7912014105;2,743484225;
RS;4310207;Ijuí;11,0682047372;12,2472474311;9,7594300493;12,1542126501;10,9011627907;3,6217449567;1,2035287463;15,6891141685;6,0115662535;
RS;4310306;Ilópolis;;;;;47,460844803;;23,7812128419;;;
RS;4310330;Imbé;21,9695721426;;15,8052789632;31,0269934843;40,6545380628;25,0087530636;44,3480831773;32,1100917431;35,8599668295;
RS;4310363;Imigrante;;;;;;31,7965023847;;;32,0924261874;
RS;4310405;Independência;;;59,2856084186;;;;;;16,0565189467;
RS;4310413;Inhacorá;42,8082191781;;;;;;;;;
RS;4310439;Ipê;;16,0102465578;;15,7878118093;31,3725490196;;15,5086848635;15,3022188217;;
RS;4310462;Ipiranga do Sul;;;;50,2512562814;;;;52,3834468308;;
RS;4310504;Iraí;36,040365209;12,1109361754;36,62109375;12,2970978849;24,7678018576;;12,5486259255;40,2630519393;68,082788671;
RS;4310538;Itaara;;19,234468167;19,105846389;37,9650721336;;18,765246763;;18,4569952012;;
RS;4310553;Itacurubi;28,2007896221;;;;;28,1690140845;;28,7769784173;;
RS;4310579;Itapuca;41,4078674948;41,7536534447;;84,8176420696;;43,0848772081;43,3087916847;46,3606861382;;
RS;4310603;Itaqui;10,173198708;10,1864113273;10,1991381728;2,5527786996;10,2223358037;5,1162671715;20,487080335;21,1092933664;13,2425775353;
RS;4310652;Itati;;;;38,0952380952;38,2995021065;;38,5802469136;40,5679513185;81,9336337567;
RS;4310702;Itatiba do Sul;46,533271289;23,6350744505;47,9961603072;48,7092060399;49,3827160494;;25,354969574;;29,2397660819;
RS;4310751;Ivorá;;;45,8085203848;;;;;;;
RS;4310801;Ivoti;;;;9,324009324;4,599604434;;4,4903457566;;4,1876046901;
RS;4310850;Jaboticaba;;;23,9406272444;;;;;25,7201646091;51,9750519751;
RS;4310876;Jacuizinho;38,714672861;;38,3141762452;;;75,6429652042;37,6506024096;;;
RS;4310900;Jacutinga;26,7165375367;;;;;;;;27,9642058166;
RS;4311007;Jaguarão;6,9492703266;3,4872367136;3,4994400896;;7,0442378135;;7,0846617074;14,7797812592;14,8870445495;
RS;4311106;Jaguari;;8,4961767205;8,5316952478;;8,5984522786;8,6288722064;8,6572591118;;;
RS;4311122;Jaquirana;;23,4356690884;23,629489603;;;24,1604252235;;;26,5041081368;
RS;4311130;Jari;27,1444082519;;;;;27,3373428103;;;56,8504832291;
RS;4311155;Jóia;11,6495806151;11,6279069767;;11,5888283695;11,568718186;34,6420323326;;11,6986429574;;
RS;4311205;Júlio de Castilhos;14,8706255576;14,890554425;14,9097957358;14,9276011345;9,9621438534;14,9625935162;9,9840255591;10,2896537532;20,6568890725;
RS;4311239;Lagoa Bonita do Sul;;36,2187613184;;;;;;34,9162011173;;
RS;4311254;Lagoão;15,6911972383;31,0655483069;;15,4631204577;;;;;;
RS;4311270;Lagoa dos Três Cantos;;;;;;;;;;
RS;4311304;Lagoa Vermelha;28,2067555179;7,0479613772;10,5663567202;14,0815320707;14,0745953554;14,0691498716;28,1264282952;21,5323883007;28,7418265431;
RS;4311403;Lajeado;10,8670551639;16,1034917738;15,92039801;13,1255988554;45,0114457676;28,0290482864;30,3137472844;23,2129112656;32,5493363552;
RS;4311429;Lajeado do Bugre;;38,9408099688;;38,7747188833;;;38,5802469136;78,1860828772;;
RS;4311502;Lavras do Sul;12,6390293225;12,6678489992;12,69357705;;;;25,5754475703;13,2362673726;13,3049494412;
